id_transaksi,tanggal,waktu,nominal,tipe,kategori,deskripsi,metode_pembayaran,lokasi,user_id,profil,rating,anomaly_flag
TRX000058,2023-10-05,06:06,115211.25,keluar,Hiburan,Hobi di Lazada,QRIS,Balikpapan,U001,student,3.0,0
TRX000059,2024-04-05,15:42,49572.0,keluar,Transportasi,Bus di HP Store,Transfer Bank,Jakarta,U001,student,3.0,0
TRX000060,2024-04-09,18:25,1508155.2000000002,masuk,Investasi,Crypto,Tunai,Balikpapan,U001,student,,0
TRX000061,2022-09-25,10:37,218868.0,keluar,Makanan,Makan malam di HP Store,Transfer Bank,Medan,U001,student,3.0,0
TRX000062,2023-02-07,10:47,4427640.0,masuk,Freelance,Jasa desain,Tunai,Bekasi,U001,student,,0
TRX000063,2024-01-28,12:50,29743.2,keluar,Transportasi,Service kendaraan di IKEA,QRIS,Semarang,U001,student,4.0,0
TRX000064,2022-03-09,19:35,42100.0,keluar,Makanan,Makanan ringan di Indomaret,e-Wallet,Medan,U001,student,5.0,0
TRX000065,2022-08-05,21:36,1144074.504791568,masuk,Gaji,Gaji bulanan - student,Tunai,Yogyakarta,U001,student,,0
TRX000066,2024-03-29,15:53,80213.32800000002,keluar,Hiburan,Streaming di Traveloka,e-Wallet,Pekanbaru,U001,student,5.0,0
TRX000067,2023-03-15,21:19,24585.75,keluar,Transportasi,Asuransi kendaraan di HP Store,Transfer Bank,Jakarta,U001,student,4.0,0
TRX000068,2022-02-12,10:43,177360.0,keluar,Makanan,Katering di GrabFood,Transfer Bank,Balikpapan,U001,student,3.0,0
TRX000069,2022-10-16,08:07,298320.0,keluar,Hiburan,Hobi di Shopee,e-Wallet,Tangerang,U001,student,4.0,0
TRX000070,2023-03-04,14:40,63107.1,keluar,Hiburan,Karaoke di Samsung Store,Transfer Bank,Bekasi,U001,student,4.0,0
TRX000071,2023-01-17,11:11,36162.0,keluar,Transportasi,Angkot di XL Axiata,QRIS,Makassar,U001,student,5.0,0
TRX000072,2023-04-07,16:04,3386108.25,keluar,Pendidikan,Proyek penelitian di Lenovo Store,e-Wallet,Jakarta,U001,student,3.0,0
TRX000073,2022-12-08,19:00,363300.0,keluar,Hiburan,Olahraga di Telkomsel,Tunai,Surabaya,U001,student,4.0,0
TRX000074,2022-02-27,21:15,1042000.0,keluar,Pendidikan,Kursus di Uber,Transfer Bank,Makassar,U001,student,3.0,0
TRX000075,2023-07-06,20:20,25688.25,keluar,Transportasi,Taksi di Ace Hardware,e-Wallet,Semarang,U001,student,3.0,0
TRX000076,2022-03-17,14:24,78400.0,keluar,Hiburan,Nonton film di Cinema XXI,e-Wallet,Jakarta,U001,student,5.0,0
TRX000077,2024-01-23,17:58,168661.44,keluar,Hiburan,Gym di Grab,e-Wallet,Padang,U001,student,5.0,0
TRX000078,2022-08-24,19:18,783000.0,masuk,Freelance,Jasa foto,Tunai,Bekasi,U001,student,,0
TRX000079,2022-03-10,17:57,60800.0,keluar,Transportasi,Angkot di Dell Store,Transfer Bank,Palembang,U001,student,5.0,0
TRX000080,2022-08-25,12:14,112600.0,keluar,Transportasi,Tiket kereta di GrabFood,QRIS,Palembang,U001,student,3.0,0
TRX000081,2023-01-20,20:42,138915.0,keluar,Hiburan,Langganan digital di Chatime,e-Wallet,Bekasi,U001,student,4.0,0
TRX000082,2023-11-22,16:20,62622.0,keluar,Hiburan,Streaming di Cinema XXI,Tunai,Yogyakarta,U001,student,4.0,0
TRX000083,2022-12-31,08:33,143400.0,keluar,Makanan,Makanan cepat saji (Tahun Baru) di IKEA,QRIS,Tangerang,U001,student,5.0,0
TRX000084,2022-10-18,07:28,150500.0,keluar,Makanan,Kafe di Traveloka,Transfer Bank,Makassar,U001,student,5.0,0
TRX000085,2022-06-23,10:28,86000.0,keluar,Transportasi,Tiket pesawat di Apple Store,e-Wallet,Medan,U001,student,4.0,0
TRX000086,2023-11-08,22:28,815850.0,masuk,Investasi,Reksa dana,Transfer Bank,Manado,U001,student,,0
TRX000087,2022-09-02,21:21,787100.0,keluar,Tagihan,BPJS di Uniqlo,e-Wallet,Semarang,U001,student,,0
TRX000088,2022-10-09,11:07,83640.0,keluar,Hiburan,Liburan di ATM BRI,e-Wallet,Banjarmasin,U001,student,3.0,0
TRX000089,2022-12-02,12:58,1144074.504791568,masuk,Gaji,Gaji bulanan - student,Tunai,Makassar,U001,student,,0
TRX000090,2022-06-24,06:04,356500.0,keluar,Hiburan,Konser di ASUS Store,Tunai,Bandung,U001,student,3.0,0
TRX000091,2023-03-30,11:34,37154.25,keluar,Transportasi,Cuci kendaraan di PDAM,e-Wallet,Jakarta,U001,student,3.0,0
TRX000092,2023-12-04,18:38,97902.0,keluar,Hiburan,Langganan digital di Uniqlo,e-Wallet,Medan,U001,student,3.0,0
TRX000093,2022-12-03,07:00,272280.0,keluar,Hiburan,Hobi di Uniqlo,Transfer Bank,Cirebon,U001,student,5.0,0
TRX000094,2022-01-15,22:08,154920.0,keluar,Hiburan,Game di Shopee,Transfer Bank,Medan,U001,student,4.0,0
TRX000095,2022-01-02,06:36,695900.0,keluar,Belanja,Peralatan olahraga di Century,QRIS,Tangerang,U001,student,3.0,0
TRX000096,2022-09-25,15:52,11255000.0,masuk,Gaji,Bonus,Transfer Bank,Jakarta,U001,student,,0
TRX000097,2022-01-01,07:38,422520.0,keluar,Hiburan,Wisata (Tahun Baru) (Natal) di Apple Store,Transfer Bank,Balikpapan,U001,student,3.0,0
TRX000098,2022-01-02,06:19,26760.0,keluar,Makanan,Jajan (Tahun Baru) di Samsung Store,QRIS,Yogyakarta,U001,student,5.0,0
TRX000099,2022-12-08,14:12,41300.0,keluar,Makanan,Kafe di Telkomsel,e-Wallet,Solo,U001,student,4.0,0
TRX000100,2022-06-13,14:33,42600.0,keluar,Transportasi,Bus di McD,Tunai,Surabaya,U001,student,4.0,0
TRX000101,2022-05-06,20:37,17800.0,keluar,Transportasi,Asuransi kendaraan di PLN,Transfer Bank,Makassar,U001,student,4.0,0
TRX000102,2022-01-05,16:03,233900.0,keluar,Makanan,Jajan (Tahun Baru) di Bluebird,QRIS,Malang,U001,student,3.0,0
TRX000103,2022-09-17,08:10,14200.0,keluar,Transportasi,Rental mobil di Uber,Tunai,Surabaya,U001,student,5.0,0
TRX000104,2023-02-28,15:56,270024.3,keluar,Hiburan,Konser di PLN,QRIS,Palembang,U001,student,3.0,0
TRX000105,2023-07-18,21:54,41784.75,keluar,Makanan,Belanja bahan makanan di Alfamart,e-Wallet,Malang,U001,student,3.0,0
TRX000106,2024-04-26,09:46,6222744.0,masuk,Bisnis,Pendapatan dari cabang,Transfer Bank,Palembang,U001,student,,0
TRX000107,2023-07-07,14:41,557865.0,keluar,Tagihan,Internet di IKEA,e-Wallet,Medan,U001,student,,0
TRX000108,2022-02-08,21:10,31300.0,keluar,Transportasi,Asuransi kendaraan di Grab,Transfer Bank,Bandung,U001,student,4.0,0
TRX000109,2023-11-02,15:22,26129.25,keluar,Transportasi,Asuransi kendaraan di Warung Padang,Tunai,Bandung,U001,student,5.0,0
TRX000110,2023-12-19,11:41,24034.5,keluar,Transportasi,Bus di Warkop 86,QRIS,Medan,U001,student,4.0,0
TRX000111,2024-04-24,06:47,71850.24,keluar,Transportasi,Tol di ASUS Store,e-Wallet,Semarang,U001,student,5.0,0
TRX000112,2022-07-31,12:58,1853000.0,masuk,Freelance,Konsultasi,Transfer Bank,Palembang,U001,student,,0
TRX000113,2023-09-10,08:14,106170.75,keluar,Transportasi,Service kendaraan di GoFood,QRIS,Yogyakarta,U001,student,4.0,0
TRX000114,2022-12-18,08:14,136200.0,keluar,Hiburan,Theme park (Natal) di Telkomsel,e-Wallet,Batam,U001,student,3.0,0
TRX000115,2024-02-24,06:39,6584328.0,masuk,Gaji,THR,Transfer Bank,Depok,U001,student,,0
TRX000116,2022-02-14,22:50,49900.0,keluar,Makanan,Katering di KFC,e-Wallet,Tangerang,U001,student,5.0,0
TRX000117,2023-05-16,16:27,102532.5,keluar,Transportasi,Service kendaraan di ATM BNI,e-Wallet,Yogyakarta,U001,student,5.0,0
TRX000118,2022-11-12,13:12,85320.0,keluar,Makanan,Jajan di Indomaret,Tunai,Batam,U001,student,5.0,0
TRX000119,2022-10-10,09:54,96200.0,keluar,Makanan,Makan malam di Warung Padang,Transfer Bank,Medan,U001,student,5.0,0
TRX000120,2023-05-09,21:45,35941.5,keluar,Makanan,Kue dan roti di Chatime,QRIS,Depok,U001,student,3.0,0
TRX000121,2022-11-04,11:50,1479000.0,masuk,Freelance,Editing,Transfer Bank,Surabaya,U001,student,,0
TRX000122,2022-09-13,12:56,122700.0,keluar,Makanan,Makan malam di Uber,Transfer Bank,Manado,U001,student,4.0,0
TRX000123,2022-07-15,11:37,81100.0,keluar,Makanan,Katering di ATM BNI,Transfer Bank,Makassar,U001,student,4.0,0
TRX000124,2024-02-16,06:49,120839.04000000002,keluar,Makanan,Kafe di PDAM,e-Wallet,Malang,U001,student,4.0,0
TRX000125,2022-11-20,14:44,249600.0,keluar,Tagihan,Service apartemen di HP Store,e-Wallet,Bandung,U001,student,,0
TRX000126,2023-09-11,10:36,135938.25,keluar,Hiburan,Liburan di Uber,e-Wallet,Solo,U001,student,5.0,0
TRX000127,2023-03-24,11:37,303518.25,keluar,Hiburan,Festival di Tokopedia,QRIS,Medan,U001,student,3.0,0
TRX000128,2024-03-07,16:23,92728.8,keluar,Makanan,Restoran di Pegipegi,Transfer Bank,Jakarta,U001,student,4.0,0
TRX000129,2023-10-17,16:47,31641.75,keluar,Transportasi,Bus di Starbucks,Transfer Bank,Bandung,U001,student,3.0,0
TRX000130,2024-01-21,06:42,91679.04000000001,keluar,Makanan,Jajan di Bluebird,e-Wallet,Banjarmasin,U001,student,3.0,0
TRX000131,2023-05-05,06:45,27011.25,keluar,Makanan,Dessert di Century,QRIS,Padang,U001,student,5.0,0
TRX000132,2024-04-06,16:14,3771904.3200000003,keluar,Belanja,Peralatan olahraga (Belanja Lebaran) (Belanja Lebaran) di Zara,e-Wallet,Depok,U001,student,2.0,0
TRX000133,2023-02-01,21:10,100548.0,keluar,Hiburan,Game di GoFood,Transfer Bank,Yogyakarta,U001,student,3.0,0
TRX000134,2024-02-11,21:18,67464.576,keluar,Makanan,Minuman di Kimia Farma,e-Wallet,Tasikmalaya,U001,student,4.0,0
TRX000135,2023-09-26,17:15,79115.40000000001,keluar,Makanan,Belanja bahan makanan di HP Store,Transfer Bank,Pekanbaru,U001,student,4.0,0
TRX000136,2023-12-02,10:06,285238.8,keluar,Hiburan,Wisata di Century,e-Wallet,Yogyakarta,U001,student,5.0,0
TRX000137,2022-10-14,21:12,18900.0,keluar,Transportasi,Rental mobil di KFC,Tunai,Medan,U001,student,5.0,0
TRX000138,2024-02-07,19:53,369748.80000000005,keluar,Hiburan,Liburan di Samsung Store,Transfer Bank,Tasikmalaya,U001,student,5.0,0
TRX000139,2023-07-10,10:47,24255.0,keluar,Makanan,Restoran di GoFood,Transfer Bank,Bandung,U001,student,4.0,0
TRX000140,2022-07-09,13:06,50880.0,keluar,Makanan,Restoran di ATM BRI,Transfer Bank,Bandung,U001,student,3.0,0
TRX000141,2022-06-25,14:35,106700.0,keluar,Transportasi,Bensin di Indomaret,Tunai,Palembang,U001,student,5.0,0
TRX000142,2023-10-30,08:55,154074.375,keluar,Makanan,Kue dan roti di Traveloka,e-Wallet,Jakarta,U001,student,5.0,0
TRX000143,2022-02-01,20:37,16700.0,keluar,Transportasi,Ojek online di Lazada,Tunai,Jakarta,U001,student,5.0,0
TRX000144,2023-01-18,17:28,37815.75,keluar,Makanan,Minuman di Gojek,Transfer Bank,Bekasi,U001,student,5.0,0
TRX000145,2023-03-12,15:42,94925.25,keluar,Kesehatan,Terapi di Kimia Farma,QRIS,Palembang,U001,student,5.0,0
TRX000146,2023-01-18,06:20,38036.25,keluar,Makanan,Katering di ASUS Store,Tunai,Malang,U001,student,4.0,0
TRX000147,2023-12-01,08:57,371873.25,keluar,Hiburan,Theme park di Grab,Tunai,Batam,U001,student,3.0,0
TRX000148,2024-03-28,21:02,292498.128,keluar,Makanan,Restoran di Zara,e-Wallet,Surabaya,U001,student,5.0,0
TRX000149,2023-11-13,22:57,159421.5,keluar,Hiburan,Museum di Traveloka,e-Wallet,Medan,U001,student,3.0,0
TRX000150,2022-12-10,12:45,4270000.0,masuk,Investasi,Keuntungan saham,Tunai,Surabaya,U001,student,,0
TRX000151,2022-08-19,21:11,71800.0,keluar,Hiburan,Streaming di ATM BRI,Tunai,Malang,U001,student,4.0,0
TRX000152,2023-02-18,19:21,2370044.25,keluar,Pendidikan,Biaya kuliah di Alfamart,e-Wallet,Medan,U001,student,3.0,0
TRX000153,2023-08-13,11:00,179001.9,keluar,Makanan,Restoran di IKEA,e-Wallet,Batam,U001,student,5.0,0
TRX000154,2023-08-17,06:58,219948.75,keluar,Makanan,Makanan ringan di Apple Store,QRIS,Pekanbaru,U001,student,4.0,0
TRX000155,2022-10-11,13:20,616300.0,keluar,Tagihan,BPJS di Chatime,Tunai,Jakarta,U001,student,,0
TRX000156,2024-02-01,12:42,330324.48000000004,keluar,Hiburan,Liburan di ATM Mandiri,QRIS,Batam,U001,student,3.0,0
TRX000157,2024-01-06,16:35,1350411.2640000002,keluar,Hiburan,Beli buku (Tahun Baru) di ATM BNI,QRIS,Jakarta,U001,student,3.0,1
TRX000158,2022-04-07,22:58,3973000.0,masuk,Gaji,Insentif,Transfer Bank,Balikpapan,U001,student,,0
TRX000159,2023-09-16,16:49,93800.7,keluar,Hiburan,Liburan di PLN,Tunai,Cirebon,U001,student,3.0,0
TRX000160,2023-12-04,10:29,101209.5,keluar,Makanan,Katering di Dell Store,QRIS,Tangerang,U001,student,4.0,0
TRX000161,2022-09-02,10:40,51900.0,keluar,Makanan,Katering di Lazada,e-Wallet,Medan,U001,student,3.0,0
TRX000162,2022-05-28,13:56,2440000.0,masuk,Bisnis,Penjualan online,Tunai,Bandung,U001,student,,0
TRX000163,2024-04-11,20:28,6352214.4,masuk,Gaji,Gaji bulanan,Tunai,Pekanbaru,U001,student,,0
TRX000164,2023-04-05,06:08,128220.75,keluar,Hiburan,Festival di Pegipegi,QRIS,Bandung,U001,student,5.0,0
TRX000165,2022-01-01,09:45,93300.0,keluar,Transportasi,Rental mobil di Starbucks,QRIS,Yogyakarta,U001,student,5.0,0
TRX000166,2023-09-07,15:50,27783.0,keluar,Transportasi,Tiket pesawat di Zara,Tunai,Jakarta,U001,student,3.0,0
TRX000167,2023-12-02,22:51,395797.5,keluar,Tagihan,TV kabel di Zara,QRIS,Makassar,U001,student,,0
TRX000168,2022-04-10,15:00,147600.0,keluar,Makanan,Makanan cepat saji di Pegipegi,e-Wallet,Pontianak,U001,student,4.0,0
TRX000169,2023-09-10,20:59,27562.5,keluar,Transportasi,Taksi di GoFood,e-Wallet,Medan,U001,student,3.0,0
TRX000170,2022-12-04,09:56,8757000.0,masuk,Gaji,Bonus,Tunai,Depok,U001,student,,0
TRX000171,2024-02-13,15:17,4342507.200000001,masuk,Freelance,Konsultasi,Transfer Bank,Bekasi,U001,student,,0
TRX000172,2022-02-08,14:20,84500.0,keluar,Makanan,Belanja bahan makanan di Nike Store,e-Wallet,Tasikmalaya,U001,student,3.0,0
TRX000173,2023-08-23,08:20,857193.75,keluar,Pendidikan,Seminar di Guardian,QRIS,Yogyakarta,U001,student,5.0,0
TRX000174,2023-04-14,16:52,58983.75,keluar,Makanan,Katering di HP Store,QRIS,Depok,U001,student,5.0,0
TRX000175,2022-07-21,13:07,186800.0,keluar,Hiburan,Game di ATM BNI,Tunai,Tangerang,U001,student,4.0,0
TRX000176,2022-06-16,15:56,440000.0,keluar,Tagihan,Internet di Dell Store,QRIS,Medan,U001,student,,0
TRX000177,2022-12-03,10:42,44160.0,keluar,Hiburan,Festival di Starbucks,e-Wallet,Surabaya,U001,student,3.0,0
TRX000178,2023-06-23,20:34,579804.75,keluar,Belanja,Aksesoris di Starbucks,Transfer Bank,Bogor,U001,student,3.0,0
TRX000179,2023-06-01,13:32,69016.5,keluar,Hiburan,Festival di PLN,e-Wallet,Depok,U001,student,5.0,0
TRX000180,2023-02-28,13:40,1407892.5,keluar,Tagihan,Sewa rumah/kos di Century,Transfer Bank,Semarang,U001,student,,0
TRX000181,2022-08-26,11:40,17400.0,keluar,Transportasi,Bensin di Cinema XXI,e-Wallet,Bandung,U001,student,5.0,0
TRX000182,2022-02-13,20:57,125760.0,keluar,Hiburan,Museum di Guardian,Transfer Bank,Depok,U001,student,4.0,0
TRX000183,2024-02-29,16:29,522663.8400000001,keluar,Tagihan,Iuran bulanan di KFC,e-Wallet,Medan,U001,student,,0
TRX000184,2022-07-14,06:10,106600.0,keluar,Hiburan,Nonton film di GrabFood,e-Wallet,Padang,U001,student,3.0,0
TRX000185,2023-09-06,19:19,16427.25,keluar,Transportasi,Asuransi kendaraan di Grab,e-Wallet,Bandung,U001,student,4.0,0
TRX000186,2022-07-31,17:11,54100.0,keluar,Transportasi,Parkir di PLN,Tunai,Palembang,U001,student,3.0,0
TRX000187,2022-12-25,06:10,38064.0,keluar,Makanan,Jajan di Bluebird,QRIS,Padang,U001,student,4.0,0
TRX000188,2023-05-06,07:51,2640487.5,masuk,Freelance,Programming,Tunai,Bekasi,U001,student,,0
TRX000189,2023-02-18,08:49,13230.0,keluar,Transportasi,Taksi di Apple Store,e-Wallet,Bandung,U001,student,3.0,0
TRX000190,2023-05-20,15:20,17608027.5,masuk,Gaji,THR,Tunai,Banjarmasin,U001,student,,0
TRX000191,2022-03-26,13:59,1262000.0,masuk,Freelance,Mengajar,Transfer Bank,Batam,U001,student,,0
TRX000192,2022-02-06,06:41,73320.0,keluar,Makanan,Kue dan roti di IKEA,Transfer Bank,Makassar,U001,student,5.0,0
TRX000193,2022-10-21,21:39,93100.0,keluar,Makanan,Jajan di Century,QRIS,Banjarmasin,U001,student,5.0,0
TRX000194,2022-07-23,07:48,21500.0,keluar,Transportasi,Angkot di KFC,Transfer Bank,Bandung,U001,student,5.0,0
TRX000195,2023-11-12,16:15,8714160.0,masuk,Gaji,Bonus,Transfer Bank,Denpasar,U001,student,,0
TRX000196,2022-03-28,18:09,31330.0,keluar,Makanan,Belanja bahan makanan di GrabFood,QRIS,Denpasar,U001,student,5.0,0
TRX000197,2023-07-21,17:10,122487.75,keluar,Makanan,Restoran di Uniqlo,Tunai,Solo,U001,student,3.0,0
TRX000198,2022-06-28,13:37,395330.0,keluar,Hiburan,Konser di Grab,Transfer Bank,Tangerang,U001,student,4.0,0
TRX000199,2024-02-27,06:36,81729.64800000002,keluar,Makanan,Makanan cepat saji di Lazada,QRIS,Bogor,U001,student,3.0,0
TRX000200,2023-09-17,13:59,23549.399999999998,keluar,Makanan,Makanan ringan di KFC,Transfer Bank,Makassar,U001,student,5.0,0
TRX000201,2022-12-28,08:05,42700.0,keluar,Transportasi,Bensin di GoFood,QRIS,Semarang,U001,student,3.0,0
TRX000202,2022-12-19,22:04,8219000.0,masuk,Gaji,Gaji bulanan,Transfer Bank,Cirebon,U001,student,,0
TRX000203,2023-05-13,11:10,4473945.0,masuk,Gaji,Bonus,Tunai,Solo,U001,student,,0
TRX000204,2023-05-19,22:43,207380.25,keluar,Hiburan,Hobi di Guardian,QRIS,Surabaya,U001,student,4.0,0
TRX000205,2023-03-12,21:57,65356.2,keluar,Hiburan,Game di Grab,Transfer Bank,Malang,U001,student,4.0,0
TRX000206,2024-03-24,11:38,118552.896,keluar,Makanan,Makan siang di XL Axiata,Tunai,Tasikmalaya,U001,student,4.0,0
TRX000207,2024-01-31,16:15,109175.04000000001,keluar,Transportasi,Tiket kereta di Tiket.com,QRIS,Makassar,U001,student,5.0,0
TRX000208,2023-01-25,21:18,473193.0,keluar,Lain-lain,Kebutuhan hewan peliharaan di GrabFood,Tunai,Semarang,U001,student,5.0,0
TRX000209,2024-01-09,13:51,292533.12,keluar,Hiburan,Gym di McD,Tunai,Depok,U001,student,4.0,0
TRX000210,2023-08-07,13:46,109919.25,keluar,Makanan,Makanan cepat saji di Grab,e-Wallet,Pontianak,U001,student,4.0,0
